,publisher,genres,title,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
112066,SIEIDI Ltd,"Action, Adventure, Casual, Indie",Hypersensitive Bob,444270.0,SIEIDI Ltd,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112067,Square Enix,"Action, Adventure",Cold Darkness Awakened,418810.0,Crystal Dynamics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112069,Modesty,"Action, Indie",1993 Space Machine,373480.0,Modesty,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112070,Chubby Pixel,"Adventure, Indie",The Deer,400240.0,"Fabio Ferrara,Giulia Airoldi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
112075,Big Fish Games,"Adventure, Casual",Awakening: The Redleaf Forest Collector's Edition,455080.0,Boomzap Entertainment,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112077,Michaela Laws,"Casual, Indie, Simulation",My Lady,457530.0,Michaela Laws,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
112078,Matthew Coyle,Indie,Space Drifters 2D,377570.0,Matthew Coyle,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112080,Charlie Evans,"Action, Indie",Lost Cosmonaut,447540.0,Charlie Evans,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112081,eduweb,"RPG, Simulation",WolfQuest Music Extras,457090.0,eduweb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2016
112082,Axis Games,"Casual, Sports",MiniGolf Mania,453680.0,Road Turtle Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016
112083,United Independent Entertainment GmbH,Simulation,Forestry 2017 - The Simulation,273800.0,"Joindots,SilentFuture",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
112084,The Light Sword Team,"Adventure, Indie",Spectrubes,447990.0,The Light Sword Team,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112085,OpenXcell Studio,"Adventure, Casual",Mysterious Castle,417840.0,OpenXcell Studio,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112086,Degica,"Design &amp; Illustration, Web Publishing",RPG Maker MV - Pop! Horror City: Character Pack 2,455222.0,Vexed Enigma,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016
112087,Vostok Games,"Action, Free to Play, Massively Multiplayer, RPG",Survarium - Steam Starter Pack,456800.0,Vostok Games,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
112088,Vostok Games,"Action, Free to Play, Massively Multiplayer, RPG",Survarium - Vepr 'Molot' Pack,456802.0,Vostok Games,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
112089,Degica,"Design &amp; Illustration, Web Publishing",RPG Maker MV - Heist Music Pack,455224.0,Murray Atkinson,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016
112090,Degica,"Design &amp; Illustration, Web Publishing",RPG Maker MV - Medieval: Interiors,455521.0,PVGames,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016
112091,Degica,"Design &amp; Illustration, Web Publishing",RPG Maker MV - Katakura Hibiki's Lords of Darkness,455223.0,Katakura Hibiki,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016
112092,Degica,"Design &amp; Illustration, Web Publishing",RPG Maker MV - Medieval: Town &amp; Country,455520.0,PVGames,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016
112093,Degica,"Design &amp; Illustration, Web Publishing",RPG Maker MV - Pop! Horror City: Character Pack 1,455221.0,Vexed Enigma,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016
112094,Degica,"Design &amp; Illustration, Web Publishing",RPG Maker MV - Pop! Horror City,455220.0,Vexed Enigma,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016
112095,Trite Games,"Action, Casual, Indie",Of Carrots And Blood,439440.0,Trite Games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112096,Not Magic,"Action, Adventure, Indie",Pertinence,455110.0,Not Magic,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112097,Seraphim Creations,"Indie, RPG, Simulation, Strategy",I Am Caligula,454570.0,Seraphim Creations,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2016
112098,CivilSavages,"Action, Adventure, Indie",Dispatcher - Arts,455330.0,CivilSavages,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112100,Zeno Rogue,"RPG, Strategy",Hydra Slayer,432380.0,Zeno Rogue,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016
112102,Benji Bananas,"Action, Adventure",Benji Challenges,393770.0,Tribeflame,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112103,"Jackbox Games, Inc.","Casual, Indie, Strategy",Fibbage XL,448080.0,"Jackbox Games, Inc.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
112104,Versus Evil,"Action, Free to Play, Indie, Early Access",Holodrive,370770.0,BitCake Studio,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
112105,Icy Studios,"Action, Casual, Indie",BattleStorm,432280.0,Icy Studios,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112106,Immortal Game Studio,"Action, Adventure, Casual, Indie",Jelly Killer,441670.0,Immortal Game Studio,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112107,SmoleVN,Free to Play,Lost girl`s [diary],445230.0,SmoleVN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
112108,Digerati Distribution,"Action, Indie",Slain: Back from Hell,369070.0,Andrew Gilmour,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112109,Digerati Distribution,"Action, Indie",Slain: Back from Hell - Deluxe Edition DLC,457120.0,Andrew Gilmour,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112110,"Dumativa Creative Studio, Castro Brothers","Adventure, Casual, Indie",A Lenda do Herói - O Herói desta Canção,389170.0,"Dumativa Creative Studio,Castro Brothers",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112111,N3V Games,Simulation,TANE DLC: C&amp;O 2-6-6-6 H8 - New River Mining Coal Run,453200.0,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
112112,Heartomics,Casual,Heartomics: Slime &amp; Friends,456660.0,Heartomics,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112113,Vertical Skull Games,"Action, Adventure, Casual, Indie",Cellar,449060.0,Vertical Skull Games,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112114,MoaCube,"Adventure, Indie, RPG",Solstice,317280.0,MoaCube,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
112115,eduweb,"Indie, RPG, Simulation",WolfQuest,431180.0,eduweb,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2015
112117,Fifth Dimension Company,"Casual, Indie",Airstrike HD,453980.0,Fifth Dimension Company,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112118,MoaCube,"Adventure, Indie, RPG",Solstice OST + Bonus Content,447740.0,MoaCube,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
112121,"KOEI TECMO GAMES CO., LTD.",Strategy,NOBUNAGA'S AMBITION: Sphere of Influence - Ascension / 信長の野望･創造 戦国立志伝,375450.0,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
112123,Kurechii,"Adventure, Indie, Strategy",Tiny Guardians,431230.0,Kurechii,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
112124,Kurechii,"Adventure, Indie, Strategy",Tiny Guardians - Alternative Appearance Bundle,448270.0,Kurechii,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
112125,Jonas Kyratzes,"Adventure, Indie",The Sea Will Claim Everything,337720.0,Jonas Kyratzes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112126,Gaming Corps AB,"Adventure, Casual, Indie",The Descendant: Rest of Season,401640.0,Gaming Corps AB,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112127,"Microids Indie, Microids","Adventure, Casual, Indie",The Descendant,351940.0,Gaming Corps AB,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112128,Frontier Developments,Adventure,LostWinds,447780.0,Frontier Developments,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112129,FIVE-BN GAMES,"Adventure, Casual",Lost Lands: The Golden Curse,433000.0,FIVE-BN GAMES,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112130,Frontier Developments,Adventure,LostWinds 2: Winter of the Melodias,447800.0,Frontier Developments,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112131,WOLCEN Studio,"Action, Adventure, Indie, RPG, Early Access",Wolcen: Lords of Mayhem,424370.0,WOLCEN Studio,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
112134,Evilized productions,"Action, Adventure, Casual, Indie",Disposable Heroes,366180.0,Ben Aprigliano,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
112135,Ghostlight LTD,"Action, Adventure",Way of the Samurai 3 - Accessory Set,428312.0,ACQUIRE Corp.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112136,Ghostlight LTD,"Action, Adventure",Way of the Samurai 3 - Weapon Set,428311.0,ACQUIRE Corp.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112137,Ghostlight LTD,"Action, Adventure",Way of the Samurai 3 - Head and Outfit set,428310.0,ACQUIRE Corp.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112138,United Independent Entertainment GmbH,Simulation,Professional Farmer 2017,433670.0,VIS - Visual Imagination Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
112139,"Tripwire Interactive, LLC",Action,Heroes of The West,440090.0,"Tripwire Interactive,Kernow Interactive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112140,Sometimes You,"Casual, Indie",Bacteria,448470.0,Sometimes You,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112141,SilentFuture,"Casual, Indie, Simulation, Early Access",Zombie Gotchi,398890.0,SilentFuture,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
112143,Sometimes You,"Casual, Indie",Bacteria Collector's Edition Content,448760.0,Sometimes You,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112144,cupholder,"Adventure, Indie, Simulation","Don't Die Dateless, Dummy!",455490.0,cupholder,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
112145,Bethesda Softworks,RPG,Fallout 4 Season Pass,404090.0,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
112146,Bethesda Softworks,RPG,Fallout 4 - Automatron,435870.0,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
112147,Double Fine Productions,Adventure,Day of the Tentacle Remastered,388210.0,Double Fine Productions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112148,Nekomura Games,"Action, Indie",Crystal Chip Collector,454430.0,Nekomura Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014
112149,Slitherine Ltd.,"Simulation, Strategy",Polaris Sector,418250.0,SoftWarWare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
112150,Out of the Park Developments,"Indie, Simulation, Sports, Strategy",Out of the Park Baseball 17,402430.0,Out of the Park Developments,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2016
112151,Artem Bondin,"Action, Adventure, Indie",AMOK,446780.0,Artem Bondin,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112153,"Enlight Software Limited, Retroism","Simulation, Strategy",Capitalism Plus,450120.0,Enlight Software Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1995
112154,"Enlight Software Limited, Retroism",Strategy,Seven Kingdoms: Ancient Adversaries,450140.0,Enlight Software Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998
112155,Ghostlight LTD,"Action, Adventure",Way of the Samurai 3,427510.0,ACQUIRE Corp.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112157,BernhardM,"Indie, Simulation",Brick Inventions,411750.0,BernhardM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
112159,Aldorlea Games,"Adventure, Casual, Indie, RPG",Wind Child,397090.0,Valkyria Studios,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
112160,Labory,"Adventure, Casual, Indie",The Next Door,447850.0,Labory,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112161,Dewdrop Games,"Action, Indie, Simulation, Strategy, Early Access",Soup: the Game,436480.0,Dewdrop Games,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
112162,YGGDRASIL STUDIO,"Adventure, Indie",Discouraged Workers TEEN,432180.0,YGGDRASIL STUDIO,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
112163,Blaze Gamers,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",Khan: Absolute Power,451130.0,Mirinae,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
112164,"KintoGames, Dolores Entertainment","Indie, RPG",bit Dungeon+,440020.0,"KintoGames,Dolores Entertainment",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
112165,Games For Tutti,"Action, Adventure, Indie",Vaccine War,453350.0,Games For Tutti,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112166,Heathen Engineering,"Action, Indie, RPG, Strategy, Early Access",Heathen Engineering's Terran,427970.0,Heathen Engineering,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
112167,DreamsSoftGames,"Action, Casual, Indie",Piggy Princess,454670.0,DreamsSoftGames,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112169,tjern,Action,Spaceman Sparkles 3,453740.0,tjern,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112171,THQ Nordic,"Indie, Simulation, Strategy",Nexus: The Jupiter Incident Soundtrack,444760.0,"Mithis Games,THQ Nordic",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
112173,Osaris Games,"Action, Indie, Early Access",Alchemist's Awakening,431450.0,Osaris Games,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112174,GameMill Entertainment,Casual,Hidden Mysteries: Titanic,369280.0,Gunnar Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
112175,Idea Factory International,"Action, RPG",Hyperdimension Neptunia U Difficult Quest,417851.0,Idea Factory,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
112176,Idea Factory International,"Action, RPG",Hyperdimension Neptunia U: Action Unleashed,387340.0,"Idea Factory,Compile Heart,Tamsoft",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
112177,Idea Factory International,"Action, RPG",Hyperdimension Neptunia U Bonus Quest,417850.0,"Idea Factory,Compile Heart,Tamsoft",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
112178,Big Fish Games,"Adventure, Casual",Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,453390.0,"Blue Tea Games,Eipix Entertainment",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112181,Milestone S.r.l.,"Racing, Simulation, Sports",Sébastien Loeb Rally EVO - Season Pass,411510.0,Milestone S.r.l.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
112182,Milestone S.r.l.,"Racing, Simulation, Sports",Sébastien Loeb Rally EVO - Class S The Prototypes,408690.0,Milestone S.r.l.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
112183,Springloaded,"Casual, Indie",Hiragana Pixel Party Original + Extra Soundtracks,449990.0,Springloaded,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112184,AGM PLAYISM,"Casual, Indie, RPG",Helen's Mysterious Castle,418190.0,Satsu,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
112185,Springloaded,"Casual, Indie",Hiragana Pixel Party,417310.0,Springloaded,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112186,OtakuMaker.com,"Action, Casual, Indie, Simulation, Strategy",War Birds: WW2 Air strike 1942,451670.0,HGames-ArtWorks,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
112187,The Light Sword Team,"Indie, RPG, Strategy",Big Journey to Home - Collection of Builds,439710.0,The Light Sword Team,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
112189,Green Man Gaming Publishing,Indie,Square's Route,448530.0,Black Death Apps Limited,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112191,Night Node Software,"Action, Indie",Bell Ringer,424830.0,Night Node Software,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112192,Pirate-Rob,"Action, Indie, Early Access",Roses and Gems,406690.0,Pirate-Rob,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112193,DanielDavisGames,"Action, Adventure, Indie",PRiO,428410.0,DanielDavisGames,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112194,Greeny Games Studio,"Indie, RPG, Early Access",Samphi,341270.0,Greeny Games Studio,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
112195,TEN TIULENYA team,"Action, Indie",One Man Is Not No Man,453510.0,TEN TIULENYA team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112196,Pixelated Cupcake,Indie,Hyper Box,438820.0,Pixelated Cupcake,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112197,Black Mist Studios,"Adventure, Indie",The Warden,414090.0,"Matteo Cillario,Riccardo Runci,Niccolo' Passeri,Giulia Sorrentino",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112199,Daisy Maze Games,"Action, Indie",ASCII Attack,370490.0,Daisy Maze Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112200,Dovetail Games - Flight,Simulation,FSX: Steam Edition - Twentynine Palms Airport Add-On,379572.0,29Palms Scenery Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
112201,Dovetail Games - Flight,Simulation,FSX: Steam Edition - Palo Alto Airport Add-On,379585.0,Cielosim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
112202,Degica,"Action, Adventure, Indie",Pharaoh Rebirth+,441280.0,"KROBON station,Den-fami Nico Game Magazine",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112203,Dovetail Games,Simulation,TS Marketplace: YQA Super Tench Wagon Pack,326049.0,Fastline Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
112204,Michael Hall,"Action, Indie",Cosmic Leap,420850.0,Michael Hall,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112206,Slitherine Ltd.,Strategy,Victory and Glory: Napoleon,443020.0,Electric Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
112207,NukGames,"Action, Adventure, Strategy",Rock 'N' Roll Defense: Soundtrack,451160.0,NukGames,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
112208,Mango Protocol,"Adventure, Indie",MechaNika - Original Soundtrack,453260.0,Mango Protocol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112209,Mode 7,"Indie, Strategy",Music Pack - Music for Code EP,437930.0,Mode 7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
112210,Convex,"Adventure, Casual, Indie",Tiny Knight,445210.0,Convex,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112212,Sir Bedlam Productions,"Adventure, Free to Play, Indie",Black Rose,453890.0,Sir Bedlam Productions,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
112215,ANPA.US,"Action, Adventure, Indie, Simulation",Dinosaur Hunt - Giant Spiders Hunter Expansion Pack,431191.0,ANPA.US,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
112217,Shoor Games,"Action, Indie, RPG, Strategy","My Tower, My Home",435600.0,Shoor Games,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
112218,ANPA.US,"Action, Adventure, Indie, Simulation",Dinosaur Hunt - WW2 War Expansion Pack,434944.0,ANPA.US,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
112219,Diego Rodrigues,"Action, Casual, Indie, Strategy",Nanobots,449120.0,Diego Rodrigues,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
112220,ANPA.US,"Action, Adventure, Indie, Simulation",Dinosaur Hunt - Brontosaurus Expansion Pack,434942.0,ANPA.US,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
112221,OtakuMaker.com,"Action, Casual, Indie",The Renegades of Orion 2.0 - Revenge DLC #1,453370.0,Halisson,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112222,Microids Indie,"Adventure, Indie",Terror Lab,448540.0,Nicolas Bernard,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112223,Quantized Bit,"Action, Indie",Prison Run and Gun,436390.0,Quantized Bit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112224,Blaze Epic,"Action, Indie",Nil-Ninjahtic: Ronin,454130.0,Blaze Epic,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112225,Date Nighto,"Casual, Indie",Hustle Cat,453340.0,Date Nighto,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112227,KISS ltd,"Action, Adventure, Indie, Strategy",DGU - Midterm Mania,381161.0,DSK Studios Pvt. Ltd,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
112228,KISS ltd,"Action, Adventure, Indie, Strategy",DGU - Finals Week,381162.0,DSK Studios Pvt. Ltd,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
112229,Konami Digital Entertainment,"Action, Adventure","METAL GEAR ONLINE ""BATTLE APPEAL PACK""",436050.0,Konami Digital Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112230,Konami Digital Entertainment,"Action, Adventure","METAL GEAR ONLINE ""HERO APPEAL PACK""",437231.0,Konami Digital Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112231,Konami Digital Entertainment,"Action, Adventure","METAL GEAR ONLINE ""DANCE APPEAL PACK""",437230.0,Konami Digital Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112232,Konami Digital Entertainment,"Action, Adventure","METAL GEAR ONLINE ""BASIC APPEAL PACK""",436040.0,Konami Digital Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112233,Webber Games,"Action, Indie, Early Access",Mech Anarchy,420900.0,Webber Games,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112234,Konami Digital Entertainment,"Action, Adventure","METAL GEAR ONLINE EXPANSION PACK ""CLOAKED IN SILENCE""",436030.0,Konami Digital Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
112235,Thesis Games,"Adventure, Indie",Serafina's Crown,449340.0,Woodsy Studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
112236,Thesis Games,"Adventure, Indie",Serafina's Crown - Original Soundtrack,454340.0,Woodsy Studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112237,Oscar Brittain,"Action, Indie, Simulation",World's Fastest Pizza,396260.0,Oscar Brittain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
112239,Pixel Maverick Games,"Action, Adventure, Indie",Candlelight,451200.0,Pixel Maverick Games,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112241,Vishnu Vadakke Pariyarath,"Casual, Indie",Dynetzzle Extended,438350.0,Vishnu Vadakke Pariyarath,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
112242,HexWar Games,Strategy,Assault on Arnhem,450290.0,"Bookmark Games,HexWar Games",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
